yaxis,xaxis
39.0212,-118.1743
42.57,-111.3926667
61.7171,-147.6601
62.4056,-151.3187
46.8608333,-112.5361667
9.4462,-63.4529
39.2238,-120.0784
61.4685,-146.5187
38.7910004,-122.7614975
61.2436,-139.9551
38.6583,-118.7876
37.6151657,-118.8223343
33.4473333,-116.3891667
33.1786667,-116.0203333
34.6231,45.798
38.0555,144.8897
49.4098333,-120.5558333
33.4065,-116.3825
34.4963,45.8
37.6078339,-118.8184967
61.4733,-146.7599
58.4102,-154.6154
37.6015015,-118.9753342
65.3225,-148.4302
36.9115,-98.3079
37.6016655,-118.819664
37.600666,-118.814003
19.4081,-67.7106
61.3894,-152.3206
37.7055,-115.0307
39.4105,-111.0538333
62.9878,-150.7609
19.3115,-155.1385
64.9396,-148.5139
60.0645,-141.1318
38.8213348,-122.7979965
34.9144,45.5993
34.9052,45.9563
-24.1222,-179.5838
19.846,-155.531
37.6035004,-118.8148346
37.5466,-118.8778
62.236,-149.6539
38.8163338,-122.7965012
34.6151,45.7067
38.3144,-118.6337
33.9616667,-116.6423333
37.6136665,-118.8153305
38.5562,-118.4362
33.712,-116.7211667
46.8838333,-112.515
38.2522,-118.6966
33.5091667,-116.7916667
63.5703,-149.7433
38.8190002,-122.8119965
-24.1813,-67.2027
33.4938333,-116.792
37.6110001,-118.9544983
33.5055,-116.7926667
33.5063333,-116.793
33.7335,-116.0301667
58.3274,-157.4202
61.5958,-150.7109
43.1821667,-120.4826667
38.8178329,-122.8061676
33.973,-116.9088333
37.609333,-118.822998
38.5584,-118.4464
33.48,-116.793
46.8916667,-112.4935
37.6068344,-118.8258362
63.3555,-145.5431
38.5512,-118.4354
38.5507,-118.4338
34.2796667,-117.131
38.5519,-118.4343
33.1718333,-115.643
45.4991667,-121.616
37.6100006,-118.8261642
33.5126667,-116.7925
33.5115,-116.7958333
36.9626656,-121.6054993
38.3646,-118.8924
-16.1211,-72.1014
43.7201667,-121.2421667
2.8184,98.9118
36.9620018,-121.6046677
44.7608333,-111.0016667
38.3484,-118.901
38.8096657,-122.8118362
61.1311,-140.2682
39.5559,-119.784
37.5994987,-118.8208313
37.2401,-113.9111
-41.224,174.4697
33.5065,-116.7976667
33.5096667,-116.7893333
37.5924988,-118.942337
-19.0889,168.7671
38.4509,-118.4056
34.3998333,-116.4613333
37.6118317,-118.8203354
61.2529,-146.7752
37.5670013,-118.9355011
54.1909,-166.0495
32.856,-116.1918333
19.0233,-66.5173
37.6004982,-118.942337
54.1727,-166.0677
33.9873333,-116.7931667
63.2105,-151.3745
37.2431,-115.4899
34.0251667,-116.3523333
34.0251667,-116.3565
36.0378333,-117.5213333
37.2439,-115.4835
60.1074,-152.3301
59.8147,-136.5752
61.7102,-150.1104
34.2515,-118.135
33.5125,-116.7931667
36.7415009,-121.2580032
33.511,-116.791
-20.7236,-175.3068
33.5031667,-116.7933333
36.7512,-116.1888
61.0773,-151.8059
36.7217,-116.3046
60.1714,-152.2875
38.828167,-122.7976685
9.9422,125.5303
19.1706667,-155.4731667
47.6348333,-122.8321667
34.1053333,-116.8611667
35.9218,-116.9427
62.9534,-149.3718
38.3834,-118.8873
33.497,-116.7923333
61.4113,-152.378
54.2064,-166.0823
37.6108322,-118.8236694
38.8241653,-122.810997
36.704,-116.3057
63.1378,-150.6243
26.8248,125.4914
33.5058333,-116.792
37.5846672,-118.7043304
9.1259,58.2176
19.389,-155.2771667
61.9926,-149.3701
36.5864,-116.1549
38.7703323,-122.7423325
38.8351669,-122.7898331
19.7675,-155.3071667
62.8267,-150.5998
61.0342,-151.6898
-44.9119,-81.5705
36.0375,-117.5163333
39.2188,-120.0805
38.82,-119.7807
46.9551667,-112.829
40.1656,-121.0559
38.366,-118.3278
46.8863333,-112.5211667
35.2395,-97.7423
37.6036682,-118.8453369
37.6636658,-118.8560028
61.2239,-147.567
33.5101667,-116.7886667
-33.1641,-69.6115
46.8801667,-112.5236667
61.9045,-150.8517
38.8396683,-122.8290024
46.9018333,-112.5158333
54.2018,-166.0431
36.0099983,-120.5808334
35.908,-97.3689
34.0933333,-117.581
43.7166667,-121.2398333
-21.5876,168.6555
35.9410019,-120.4621658
60.0108,-140.0636
37.6041667,-118.8368333
37.6008333,-118.8391667
38.8429985,-122.8323364
33.4696667,-116.4596667
62.9249,-149.3055
62.8473,-149.5138
64.6358,-149.1514
35.2116667,-118.684
63.0489,-151.4069
37.6101667,-118.8206667
37.6036667,-118.808
60.8863,-150.8272
37.6133333,-118.8191667
36.654,-116.2742
33.4681667,-116.4561667
61.2706,-151.487
37.6031667,-118.8218333
37.603,-118.8225
37.608,-118.8233333
37.5733333,-118.9938333
37.6085014,-118.8193359
37.6056667,-118.813
68.9192,-145.7195
37.5886667,-119.0078333
37.6036682,-118.8126678
38.8398323,-122.8294983
37.605,-118.8275
37.6056667,-118.8191667
59.8742,-153.1924
38.6679,-118.463
38.8366661,-122.7863312
37.6124992,-118.8206635
37.4584999,-118.793663
37.6076667,-118.8213333
46.861,-112.5218333
62.9781,-149.2868
37.2316,71.5242
38.8235016,-122.7624969
37.6049995,-118.8248367
46.8596667,-112.5196667
64.9869,-147.3954
59.7301,-152.2317
37.605,-118.8306667
61.8658,-150.2013
33.4906667,-116.7893333
37.3036652,-121.677002
33.7046667,-116.8235
37.6115,-118.8358333
33.248,-116.8061667
37.6010017,-118.8216629
61.7325,-151.1682
38.8161659,-122.8161697
38.7876663,-122.7433319
37.6035,-118.8285
34.0141667,-117.2186667
38.8063316,-122.7916641
32.7959,20.9347
35.3553333,-117.911
33.5005,-116.4825
37.5774994,-118.8335037
38.8443336,-122.8411636
32.9733333,-116.4188333
42.5106667,-111.4015
37.5986667,-118.8153333
63.5978,-150.7222
35.0781667,-117.565
33.5171667,-116.7916667
37.461834,-118.7991638
63.7197,-148.6474
18.8091,-67.3621
36.0391667,-120.6161667
37.6056671,-118.8199997
33.5126667,-116.7961667
37.6075,-118.8371667
62.1486,-152.0741
38.840332,-122.8243332
37.6001663,-118.9215012
64.6782,-149.073
37.6105,-118.8305
37.6036682,-118.8193359
52.9766,-167.4916
34.0266667,-116.762
37.5043333,-118.9163333
37.6596667,-118.8576667
37.4575005,-118.800499
36.0081667,-117.8016667
39.261,-77.0393333
38.8196678,-122.810997
33.818,-116.896
37.6141667,-118.8298333
38.822834,-122.8128357
37.6086667,-118.8155
38.8233337,-122.8121643
33.699,-116.7336667
35.0745,-117.569
63.1494,-149.9147
2.7643,-74.9334
37.6073333,-118.8225
37.6048317,-118.8195038
38.399,-118.8991
38.8358345,-122.7910004
36.1624985,-121.7291641
64.4345,-149.8809
38.793335,-122.7454987
64.5295,-147.9354
33.4691667,-116.4451667
64.7054,-148.8715
18.8263,-64.3475
34.2628333,-118.143
36.0348333,-117.5161667
33.4683333,-116.4573333
36.6851,-113.9508
33.8248333,-115.5681667
23.6574,120.6791
34.0505,-117.2223333
37.6093333,-118.8206667
65.4451,-144.8387
33.5085,-116.796
37.6085014,-118.8171692
61.6307,-150.9469
52.3074,-171.0862
52.0721,-170.9554
33.497,-116.7873333
37.607,-118.824
33.4701667,-116.4566667
60.6999,-151.8162
33.468,-116.453
37.6111667,-118.8303333
-23.943,-67.0247
33.5148333,-116.7978333
34.4546667,-118.016
34.6708333,-120.2225
37.6013336,-118.8176651
38.7996674,-122.7386703
46.8756667,-112.5248333
37.6081667,-118.8211667
35.5386667,-118.4205
-36.3389,-97.7067
33.4668333,-116.4723333
46.8925,-112.5056667
33.4663333,-116.4641667
46.9178333,-112.8506667
13.1066,-89.1014
61.4438,-150.8303
34.0366667,-117.2368333
38.6273346,-122.7216644
33.953,-116.763
33.4686667,-116.4525
18.4128,-67.5946
38.8268318,-122.8013306
38.5011,-118.3914
42.6441667,-111.4526667
67.4333,-158.8281
36.9315,-113.0145
38.2873,-118.6411
46.9005,-112.5161667
42.1398333,-121.6926667
42.1366667,-121.6981667
64.3995,-147.3044
62.3584,-148.6536
46.8935,-112.5203333
35.2395,-97.7453
63.3011,-151.462
19.846,-155.5328333
35.4921667,-120.0333333
39.2881667,-122.773
37.4851667,-118.818
47.4966667,-121.7198333
33.4975,-116.7965
64.7104,-147.7458
59.1631,-152.8539
35.2366,-97.7493
48.4651667,-121.9338333
37.6035,-118.8241667
37.6108322,-118.8213348
38.8378334,-122.8398361
42.9224,23.3517
36.0043335,-121.0026703
35.9141,-116.9144
37.4585,-118.8071667
39.6524,-120.5322
-25.1867,-64.6397
37.7653351,-122.5671692
38.0557,-118.8526
33.5051667,-116.797
-3.4117,140.5156
44.3278333,-110.3256667
37.9516,-117.675
37.5505,-118.8406667
35.7000008,-121.1285019
34.4583333,-118.0125
38.8373337,-122.8083344
19.3673333,-155.2575
40.1145,-108.8283333
63.1566,-150.3443
38.8216667,-122.7646637
36.6989,-116.3132
-21.4989,168.5774
60.5144,-147.2793
27.4509,56.5354
36.2003333,-89.4788333
36.1993333,-89.4755
37.2513,-115.492
35.9685,-119.9038333
-21.5194,168.5847
33.5108333,-116.7943333
19.1933333,-155.4635
35.9528351,-119.9101639
-2.918,139.0833
33.4685,-116.4495
-38.2366,-73.9171
-11.7482,-14.0995
-21.4067,168.4966
37.5441666,-118.8766632
46.8726667,-112.5361667
37.7982,-114.297
65.0009,-147.2912
35.9588333,-117.9228333
33.2941667,-116.279
36.0993333,-117.7878333
37.6058333,-118.8415
63.1426,-150.773
38.8398323,-122.8311691
38.8408318,-122.8311691
46.8536667,-121.7583333
61.4072,-148.0386
38.7978325,-122.8006668
37.5375,-118.8801667
61.5319,-149.8429
37.6046677,-118.8146667
33.512,-116.7943333
49.3905,-120.5458333
35.2382,-97.6938
37.5106659,-118.8383331
37.3219986,-121.6906662
58.7549,-153.693
37.574,-118.9896667
60.0811,-141.1162
45.9395,-111.4526667
38.2556,73.9098
33.6845,-116.7228333
35.0805,-117.5683333
37.609,-118.8355
37.5945,-118.8171667
35.2507,-97.7608
61.1982,-150.5639
36.0598333,-117.8715
33.4933333,-116.7881667
33.6828333,-116.7115
37.7316667,-113.1786667
33.5031667,-116.7945
38.8035011,-122.7716675
37.6011667,-118.8316667
-37.6174,177.3837
33.4941667,-116.7875
63.0386,-150.1825
-15.4896,-177.6496
19.513,-66.8761
60.9045,-151.5883
34.9388,26.0844
38.7781677,-122.7783356
37.6040001,-118.8203354
38.8063316,-122.7685013
44.744,-111.2295
38.3027,-119.3346
38.2865,-118.6486
33.4696667,-116.4633333
44.5933333,-110.6735
33.511,-116.4593333
46.8933333,-112.503
38.8028336,-122.7681656
38.3788,-118.8826
38.791832,-122.7516632
42.5618333,-111.416
38.3619,141.907
57.5058,-153.0447
37.1523,-116.3248
37.6036682,-118.8176651
37.6048317,-118.8178329
38.8055,-122.7681656
33.4678333,-116.4476667
37.6054993,-118.8180008
37.604,-118.8245
36.0248333,-117.8058333
33.1533333,-115.6195
37.4553333,-118.8055
33.501,-116.7925
61.3996,-150.925
33.5125,-116.7911667
38.8305016,-122.8068314
61.4186,-141.2928
33.5955,-116.6268333
37.2651,-117.7193
37.2836,-117.7196
2.5385,128.3692
35.0833333,-117.5708333
37.6078333,-118.8155
63.559,-151.0504
38.7784996,-122.7184982
31.1897,-103.3297
38.8261681,-122.8531647
37.542,-118.828
38.7789993,-122.7181702
38.8173332,-122.7916641
39.2164,-120.0685
33.4666667,-116.4621667
-7.0579,129.9681
34.2416667,-117.6051667
38.8084984,-122.8213348
33.7733333,-116.139
38.3601,-118.9185
33.5656667,-116.7961667
-6.9491,130.0554
33.4951667,-116.7903333
37.6056671,-118.815834
18.2188,-67.2518
48.6653333,-122.9801667
33.5066667,-116.7891667
60.7042,-150.6243
37.7925,-114.3004
19.1733333,-155.4785
64.4461,-151.7367
31.981,-116.3133333
37.6133333,-118.8338333
37.0897,-114.1403
-41.4839,-84.0888
60.0667,-141.1116
33.639,-116.6848333
37.5463333,-118.8353333
37.6056671,-118.8171692
36.0130005,-120.5753326
61.3414,-141.144
19.5895,-155.1868333
61.5356,-147.2662
38.829834,-122.8069992
37.8102,-114.2852
38.8311653,-122.8061676
19.5875,-155.187
19.524,-155.2426667
63.0747,-150.5306
37.5463,-118.8558
37.7846,-114.3112
45.0275,-122.4613333
38.2388,-118.7528
38.246,-118.7705
44.8003333,-111.0923333
46.8245,-112.5066667
35.9799995,-120.5414963
37.6146667,-118.837
33.5163333,-116.7893333
37.7901,-114.313
46.7771667,-121.9085
38.795166,-122.7478333
37.7447,-114.367
33.4645,-116.4576667
44.5908,148.3832
38.8406677,-122.8485031
37.8014,-114.2948
37.5991669,-118.81633
37.7829,-114.3169
63.1453,-149.681
42.6633333,-111.4301667
19.2515,-67.1555
37.8517,-118.2007
37.8055,-114.2903
33.9313333,-118.302
37.6101667,-118.8193333
37.4518318,-118.8011703
33.5945,-116.6285
37.7912,-114.3049
64.952,-149.039
38.3424,-118.9074
-21.5266,168.5912
63.0268,-149.2571
38.2319,-118.7372
37.5945015,-118.9561691
37.8582,-118.1963
38.8185005,-122.7929993
33.934,-118.3001667
35.7096672,-121.0471649
57.5165,-155.694
34.1665,-117.4276667
37.12,-121.5235
33.506,-116.792
33.4086667,-116.958
36.9673347,-121.6086655
62.8958,-151.1241
38.3658,-118.8419
61.8923,-149.288
53.8306,-166.6088
33.5106667,-116.7951667
33.928,-118.3025
59.6749,-153.2445
-1.2423,-80.4385
35.2386,-97.7423
33.4713333,-116.4608333
-20.5291,-173.4125
37.6013333,-118.8143333
18.4786,-67.5883
32.4866667,-116.957
37.6056667,-118.8248333
32.474,-116.9618333
38.2854,-118.6358
36.6757,-116.0884
35.5731667,-118.4483333
59.8348,-152.7568
49.2295,-119.0728333
62.1132,-145.1671
38.2387,-118.7713
33.386,-116.2875
61.0671,-152.303
37.6041667,-118.8158333
33.4005,-116.9478333
37.7763,-114.3288
38.228,-118.7582
46.9048333,-112.5105
19.4566667,-155.6103333
60.4989,-143.1748
37.6641667,-118.8983333
37.6501667,-118.8436667
42.6535,-111.3631667
36.7715,-115.9718
37.6316667,-118.8421667
38.4674,-118.1608
37.6056667,-118.8166667
37.9821663,-122.0513306
37.6111667,-118.8058333
-8.4829,119.7276
33.4996667,-116.7935
37.2529,-115.5001
-17.263,-178.4549
36.1223335,-120.6963348
33.511,-116.7931667
36.1231667,-120.6933333
31.521,104.1413
37.6105,-118.8171667
37.605999,-118.8151703
37.6066667,-118.8166667
33.5093333,-116.794
37.6066667,-118.8206667
33.5135,-116.7928333
38.8251648,-122.7791672
60.6001,-147.9824
34.9921667,-116.935
38.2473,-118.7372
33.468,-116.4485
33.4675,-116.4496667
33.4643333,-116.4613333
33.888,-117.0311667
38.239,-118.7574
61.74,-149.6918
34.0838333,-117.3113333
37.6481667,-118.8935
-46.4663,96.2249
38.3114,-119.2436
37.4831667,-118.8071667
-24.2927,-66.9642
37.6085,-118.8385
37.6086667,-118.8155
37.6061668,-118.8241653
37.9585,-118.6822
33.2568333,-116.4413333
38.5306,-119.767
33.4691667,-116.4618333
32.385,-116.2103333
38.8366661,-122.7850037
33.4668333,-116.4588333
38.2977,-119.2512
46.8478333,-121.7648333
33.4766667,-116.587
33.468,-116.4576667
33.4665,-116.4503333
33.462,-116.4666667
51.436,-175.938
33.4646667,-116.449
65.0058,-147.4081
37.6145,-118.8255
64.0254,-149.7473
37.5419998,-118.8338318
37.8517,-118.2046
33.5205,-116.561
51.8265,-178.4351
37.6056671,-118.817337
39.0592,-118.0913
37.8524,-118.204
33.5073333,-116.7935
33.5011667,-116.7866667
52.0925,-174.3654
33.5998333,-116.6235
33.6006667,-116.6213333
64.8637,-148.9375
48.0875,-121.9171667
33.5991667,-116.6253333
38.2279,-118.7512
46.8705,-112.527
49.3901667,-120.523
37.8543,-118.2398
63.3443,-151.4013
19.8488331,-155.5286713
61.8314,-147.9796
62.9135,-148.7095
38.4051,-118.8727
38.2469,-118.7719
45.9466667,-119.9313333
59.8387,-151.45
51.7495,-178.4217
66.8216,-135.8712
38.2907,-119.249
65.5801,-134.8056
61.9109,-139.5396
-11.3586,161.5718
15.6055,-94.481
38.2725,-119.2703333
38.7776,-118.7733
63.6213,-150.7964
36.083,-117.8583333
38.4305,-118.3756
45.5975,-123.4726667
19.195,-155.4155
37.585,-118.8411667
19.4573333,-155.6013333
37.607,-118.8205
51.6321,-178.433
36.3705,-116.7728
63.5482,-147.4216
39.355,-120.011
37.6076667,-118.8186667
51.4894,-175.9784
57.502,-152.971
37.2401,-115.4936
61.553,-146.154
59.8435,-136.754
57.5217,-152.9944
35.0496667,-118.3188333
63.7459,-149.3761
37.5838333,-118.8566667
60.1643,-140.9722
52.6989,-168.0932
61.4435,-150.7733
36.5668333,-121.169
47.785,-122.1148333
36.8866667,-121.6061667
64.6939,-156.0677
37.5985,-118.8163333
60.3224,-143.1145
52.5889,-171.0502
32.4901,141.5594
37.1558,-116.3271
62.9576,-150.7167
19.5438333,-155.7196667
36.431,-121.0046667
37.1564,-116.3269
33.4896667,-116.7915
51.7986,-176.3136
38.8393326,-122.7803345
57.5083,-152.9785
64.5785,-149.1273
33.5053333,-116.5148333
63.0919,-151.4843
59.2418,-152.3987
57.5327,-152.9143
19.3808333,-155.2373333
67.5155,-149.2384
39.6633333,-120.4943333
58.1751,-155.0903
60.8448,-152.3791
58.2486,-155.2321
38.8195,-122.8160019
37.6049995,-118.8156662
33.3018333,-116.7655
33.6503333,-116.7031667
47.524,-122.3008333
62.1161,-149.0325
64.3268,-149.0809
37.532,-118.8173333
40.394,-125.073
46.8976667,-112.6518333
36.3647,-98.1612
63.0087,-151.1185
59.4216,-152.9178
63.214,-151.3318
37.6101685,-118.8266678
36.9137,-98.3301
34.3505,-117.4871667
36.0624,140.1258
33.5103333,-116.7948333
